Time,Eps,-Eps,Error,Actuator-Eps,Actuator,Actuator+Eps,Sensor
7.56,5.0,-5.0,-1.84171952856,-98.2297872271,-93.2297872271,-88.2297872271,-91.4062496621
7.571,5.0,-5.0,-1.29619231955,-98.8268413832,-93.8268413832,-88.8268413832,-91.9335949076
7.583,5.0,-5.0,-1.8750576819,-99.4238887091,-94.4238887091,-89.4238887091,-92.5488310272
7.594,5.0,-5.0,-1.85687571833,-100.020942865,-95.0209428652,-90.0209428652,-93.1640671469
7.604,5.0,-5.0,-1.81050556405,-101.274747031,-95.6776997049,-90.6776997049,-93.8671941408
7.616,5.0,-5.0,-1.88020764453,-101.871794357,-96.2747470308,-91.8717943567,-94.3945393863
7.628,5.0,-5.0,-1.94990972501,-102.468848513,-97.4688485128,-92.4688485128,-95.6250116256
7.64,5.0,-5.0,-1.8438368872,-103.065895839,-98.0658958388,-93.0658958388,-96.2402477453
7.653,5.0,-5.0,-1.82564809344,-103.662949995,-98.6629499949,-93.6629499949,-96.855483865
7.665,5.0,-5.0,-1.61352290839,-104.259997321,-99.2599973208,-94.2599973208,-97.6464744124
7.677,5.0,-5.0,-1.59534094482,-105.454098803,-99.8570514769,-94.8570514769,-98.2617105321
7.689,5.0,-5.0,-1.6650430253,-106.051152959,-100.454098803,-96.0511529589,-99.4042918972
7.702,5.0,-5.0,-1.64686106173,-106.648200285,-101.648200285,-96.6482002848,-100.019528017
7.713,5.0,-5.0,-1.62867226797,-107.245254441,-102.245254441,-97.2452544409,-100.634764137
7.723,5.0,-5.0,-0.995254184719,-107.842301767,-102.842301767,-97.8423017669,-101.250000256
7.735,5.0,-5.0,-1.66201042131,-108.439355923,-103.439355923,-98.439355923,-101.777345502
7.748,5.0,-5.0,-1.64382162755,-109.633457405,-104.036403249,-99.633457405,-102.392581621
7.76,5.0,-5.0,-1.62563966398,-110.230504731,-105.230504731,-100.230504731,-103.623053861
7.772,5.0,-5.0,-1.60745087022,-110.827558887,-105.827558887,-100.827558887,-104.23828998
7.783,5.0,-5.0,-1.65897098713,-111.424606213,-106.424606213,-101.424606213,-104.765635226
7.795,5.0,-5.0,-1.13162574169,-112.021660369,-107.021660369,-102.021660369,-105.292980471
7.805,5.0,-5.0,-1.68230974352,-113.275464535,-107.678417209,-102.678417209,-105.996107465
7.817,5.0,-5.0,-1.752011824,-113.872518691,-108.275464535,-103.275464535,-106.523452711
7.828,5.0,-5.0,-1.73385718119,-114.469566017,-108.872518691,-104.469566017,-107.13866151
7.84,5.0,-5.0,-1.71566838743,-115.066620173,-109.469566017,-105.066620173,-108.369133749
7.853,5.0,-5.0,-0.994359429938,-115.663667499,-110.663667499,-105.663667499,-109.072260743
7.864,5.0,-5.0,-1.66111566653,-116.260721655,-111.260721655,-106.260721655,-109.599605988
7.876,5.0,-5.0,-1.55503599853,-116.857768981,-111.857768981,-106.857768981,-110.302732982
7.888,5.0,-5.0,-1.44896316072,-118.051870463,-112.454823137,-108.051870463,-111.005859976
7.902,5.0,-5.0,-1.5186652412,-118.648924619,-113.648924619,-108.648924619,-112.148441341
7.913,5.0,-5.0,-1.50048327763,-119.245971945,-114.245971945,-109.245971945,-112.763677461
7.924,5.0,-5.0,-1.48229448387,-119.843019271,-114.843019271,-109.843019271,-113.378913581
7.935,5.0,-5.0,-0.848869570428,-120.440073427,-115.440073427,-110.440073427,-113.9941497
7.946,5.0,-5.0,-1.42774176296,-121.037127583,-116.037127583,-111.037127583,-114.60938582
7.958,5.0,-5.0,-1.40955979939,-122.231235895,-116.634181739,-111.634181739,-115.22462194
7.97,5.0,-5.0,-1.39137783582,-122.828290051,-117.231235895,-112.828290051,-115.839858059
7.982,5.0,-5.0,-1.46108674649,-123.425330547,-118.425330547,-113.425330547,-116.982412104
7.994,5.0,-5.0,-1.4429184433,-124.022384703,-119.022384703,-114.022384703,-117.597648223
